content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords
"halo tim developer, mau kasih masukan sedikit nih soal experience aplikasinya. sejauh ini fiturnya sudah oke, tapi loadingnya terasa cukup berat ya, apalagi kalau mau pakai qris di kasir sering kurang sat set. kalau bisa dioptimasi lagi supaya tetap lancar meski sinyal lagi kurang stabil apalagi kalo lagi pake kuota gratisan, pasti bakal makin nyaman pakainya.",1,0.0,0.0,Negative,"halo tim developer, kasih masukan nih experience aplikasinya. fiturnya oke, loadingnya berat ya, pakai qris kasir sat set. dioptimasi lancar sinyal stabil kalo pake kuota gratisan, nyaman pakainya."
nggak jelas.. require location tapi ketika di izinkan tetap require location... developnya gimana sih? ya kali nggak baca lokasi active dari awal buka app atau proses registrasi berlangsung mungkin. note: saya telah mengaktifkan lokasi dari awal buka aplikasi hingga register bahkan sampai mencoba menon aktifkan dan aktifkan kembali lokasi. tetap nggak berhasil.,2,-0.13333333333333333,0.6,Negative,nggak jelas.. require location izinkan require location... developnya gimana sih? ya kali nggak baca lokasi active buka app proses registrasi mungkin. note: mengaktifkan lokasi buka aplikasi register mencoba menon aktifkan aktifkan lokasi. nggak berhasil.
"bagus dan mudah pemakaian nya hanya kadang2 suka susah bgt utk masuk ke aplikasinya khususnya saat kita menginstal aplikasi yg berhubungan dgn pembayaran menggunakan blu,saat kita di suruh memverifikasi nomor hp selalu gagal dan itu sangat2 mengganggu...tolong dong pihak blu atasi masalah ini.",5,0.0,0.0,Positive,"bagus mudah pemakaian kadang2 suka susah bgt utk masuk aplikasinya menginstal aplikasi berhubungan dgn pembayaran blu,saat suruh memverifikasi nomor hp gagal sangat2 mengganggu...tolong blu atasi ini."
susah login,1,0.0,0.0,Negative,susah login
sekarang lemot bangeettt,3,0.0,0.0,Neutral,lemot bangeettt
"appsnya berat, dari login biometrik aja sudah terasa",3,0.0,0.0,Neutral,"appsnya berat, login biometrik"
"loading aplikasi nya sekarang lama, tidak seperti di awal dulu. beda jauh sama kakak nya mybca yang satset.",2,0.0,0.0,Negative,"loading aplikasi lama, dulu. beda kakak mybca satset."
mau buka akun saja susah melalui face recognition padahal sudah pakai data dan pencahayaan yang baik. gajelas,1,0.0,0.0,Negative,buka akun susah face recognition pakai data pencahayaan baik. gajelas
"tidak bisa mendaftar, saat minta bantuan customer service setengah bulan tidak ada solusi, seperti ngomong sama tembok jawabannya sama terus meskipun tidak bisa",1,0.0,0.0,Negative,"mendaftar, bantuan customer service solusi, ngomong tembok jawabannya"
aplikasi gabisa dibuka terus-terusan. uang tabungan disitu semua:),1,0.5,1.0,Negative,aplikasi gabisa dibuka terus-terusan. uang tabungan disitu semua:)
"ngerasa bodoh aja cb buka rek di app ini, bolak balik otp dan lama antri video call trnyata pas masuk giliran gada cs yg respon. produk bca ko separah gini kelasnya",1,0.0,0.0,Negative,"ngerasa bodoh cb buka rek app ini, bolak otp antri video call trnyata pas masuk giliran gada cs respon. produk bca ko separah gini kelasnya"
"koneksinya lemot banget. suka malu kalau mau bayar pakai qris di kasir 😭 nunggu lama mana antrinya banyak. kayaknya build aplikasi terlalu berat sampai menghambat fungsionalitas. blusaving juga limited pocketny dibanding bank sebelah & mybca kakaknya. walaupun bisa lebih dari puluhan pocket, tapi sat set ga mengganggu fungsi & kepraktisan 😔",3,-0.07142857142857142,0.14285714285714285,Neutral,"koneksinya lemot banget. suka malu bayar pakai qris kasir 😭 nunggu antrinya banyak. kayaknya build aplikasi berat menghambat fungsionalitas. blusaving limited pocketny dibanding bank sebelah & mybca kakaknya. puluhan pocket, sat set mengganggu fungsi & kepraktisan 😔"
"jujur ga recommend buat pake blu, aplikasi lemot, buat bayar sesuatu loadingnya minta ampun padahal saya setahun lebih pake blu, udah coba upldate kirain blu bakal perbaiki aplikasinya tapi ternyata malah makin lemot ga praktis buat dipakai transaksi sehari-hari very very bad services",1,-0.9099999999999998,0.8666666666666667,Negative,"jujur recommend pake blu, aplikasi lemot, bayar loadingnya ampun setahun pake blu, udah coba upldate kirain blu perbaiki aplikasinya lemot praktis dipakai transaksi sehari-hari bad services"
di hp honor 400 tidak bisa daftar kendala lokasi meskipun sudah diberi ijin lokasi,2,0.0,0.0,Negative,hp honor 400 daftar kendala lokasi ijin lokasi
"i'm unable to log in on android 16 after a fresh install. the face verification step is extremely laggy and causes the app to freeze, leading to a timeout before i can verify. it worked perfectly on previous android versions. please fix this.",1,-0.12291666666666667,0.5416666666666666,Negative,"unable log android 16 fresh install. face verification step extremely laggy causes app freeze, leading timeout verify. worked perfectly previous android versions. please fix this."
nicee udah bisa qris bayar di kasir 😍 dr bintang 2 jadi bintang 5 🫰🏼,5,0.0,0.0,Positive,nicee udah qris bayar kasir 😍 dr bintang 2 bintang 5 🫰🏼
"[v2.7.20] versi ini selalu nge hang setiap kali keluar sebentar ke homescreen. pas balik ke aplikasi malah ngefrezee terus ga bisa di pencet apa apa, ga gerak sama skali. galaxy s21 5g one ui 7.0",2,0.0,0.0,Negative,"[v2.7.20] versi nge hang kali sebentar homescreen. pas aplikasi ngefrezee pencet apa, gerak skali. galaxy s21 5g one ui 7.0"
masih suka berat kerja aplikasinya. padahal sinyal bagus. ga secepat kerja aplikasi mybca. perbaikilah.,3,0.0,0.0,Neutral,suka berat kerja aplikasinya. sinyal bagus. secepat kerja aplikasi mybca. perbaikilah.
"mohon maaf sementara b1 dulu, di samsung s10+ app blu lemot parah banget tiap proses loadingnya 15detik lebih tiap loading, mau scan qris aja gak kescan-scan, padahal di aplikasi lain cepet banget, munculin scan sidik jari aja lama banget, nampilin saldo pas masih di halaman login pun lemot banget",1,0.0,0.0,Negative,"mohon maaf b1 dulu, samsung s10+ app blu lemot parah banget proses loadingnya 15detik loading, scan qris kescan-scan, aplikasi cepet banget, munculin scan sidik jari banget, nampilin saldo pas halaman login lemot banget"
"verifikasi wajah saat login dipersulit, lapor ke cs bertele - tele. belum dpt solusi, pulsa habis. masalah gakelar, pulsa habis. zonk",1,0.0,0.0,Negative,"verifikasi wajah login dipersulit, lapor cs bertele - tele. dpt solusi, pulsa habis. gakelar, pulsa habis. zonk"
"sometimes, when i already scan the qr code and lock the phone and unlock the phone to process the payment, the app is not responding. i must tap the back button until the scan process. earlier i can do payment after unocking the phone.",4,0.0,0.25,Positive,"sometimes, already scan qr code lock phone unlock phone process payment, app responding. must tap back button scan process. earlier payment unocking phone."
"loading... loading... loading... kapan mau benerin koneksi nya antara user sama server? buka blusaving aja loading nya lama banget, kalo kelamaan kadang harus buka ulang aplikasi blu nya, login nya loading lagi, lama lagi, bayar pake qris loadingnya lama lagi, koneksi nya bagus padahal, 5g telkomsel di jakarta, di tempat lain juga sama aja, makanya sekarang kadang pindahin ke e-wallet biar ga kejadian lagi kayak gini.",1,0.0,0.0,Negative,"loading... loading... loading... benerin koneksi user server? buka blusaving loading banget, kalo kadang buka ulang aplikasi blu nya, login loading lagi, lagi, bayar pake qris loadingnya lagi, koneksi bagus padahal, 5g telkomsel jakarta, aja, kadang pindahin e-wallet biar kejadian kayak gini."
"bagus apk nya memudahkan transaksi+saving, tapi tolong segera di perbaiki booting nya, lama banget booting nya klo mau bayar qris bisa sampe 30 detik kali itu buat masalah loading² doang 😔",1,0.0,0.0,Negative,"bagus apk memudahkan transaksi+saving, tolong perbaiki booting nya, banget booting klo bayar qris sampe 30 detik kali loading² doang 😔"
"lama banget loading nya, selalu",2,0.0,0.0,Negative,"banget loading nya,"
"sebelum tahun baru masih aman tapi sekarang tiap buka aplikasi pada minta login mulu. kode sms lah, verifikasi wajah dll. gimana mau dipake belanja tiap buka app minta login dan verifikasi wajah mulu. masa ngantri bayar verifikasi wajah dulu di blu",1,0.0,0.0,Negative,"aman buka aplikasi login mulu. kode sms lah, verifikasi wajah dll. gimana dipake belanja buka app login verifikasi wajah mulu. ngantri bayar verifikasi wajah blu"
"susah banget mau masuknya,",3,0.0,0.0,Neutral,"susah banget masuknya,"
"digital banking, tapi loadingnya membutuhkan waktu yang sangat lama, sudah berjalan 6 bulan namun masih belum ada improvement 🤦",1,0.0,0.0,Negative,"digital banking, loadingnya membutuhkan lama, berjalan 6 improvement 🤦"
poor apps experience from the very start. it takes forever to upload id photo as it always loading. i couldnt even get a video call with a cs for verification as it keeps crashing. my connection is fine.,1,0.07222222222222223,0.4666666666666666,Negative,poor apps experience start. takes forever upload id photo always loading. couldnt even get video call cs verification keeps crashing. connection fine.
tolonggg kenapa ini saya log out teruss dari akun blu saya anehh dahh,3,0.0,0.0,Neutral,tolonggg log teruss akun blu anehh dahh
"transaksi ngendap, dana disedot pake call center katanya bebas pulsa tapi gabisa, pake halobca pas daftar halobca juga nomor atm tidak terdeteksi padahal bener, hadeuh gimana sih ini platform baru🤦‍♂️",1,-0.1,0.1,Negative,"transaksi ngendap, dana disedot pake call center bebas pulsa gabisa, pake halobca pas daftar halobca nomor atm terdeteksi bener, hadeuh gimana sih platform baru🤦‍♂️"
"overall semua nya bagus, cuma agak kurang di login aja semoga bisa secepet m-bca",5,0.0,0.0,Positive,"overall bagus, login semoga secepet m-bca"
"saya pengguna blu dari beberapa tahun lalu sementara waktu kasih bintang 3. untuk perkembangan fitur dll the best, akan tetapi aplikasiny menurut saya berat kadang2 pindah recent apps waktu kembali lg not responding tdk seperti mybca.",3,0.5,0.275,Neutral,"pengguna blu kasih bintang 3. perkembangan fitur dll best, aplikasiny berat kadang2 pindah recent apps lg responding tdk mybca."
"min tolong perbaiki aplikasinya yang selalu loading, waktu itu mau bayar via tf lama bgt nunggunya karena loading/lemot :((",3,-0.75,1.0,Neutral,"min tolong perbaiki aplikasinya loading, bayar via tf bgt nunggunya loading/lemot :(("
koq sekarang aplikasinya lemot yah,1,0.0,0.0,Negative,koq aplikasinya lemot yah
"ui terlalu berat, terkadang ngelag ketika buka aplikasinya. tolong diperingan kembali agar user friendly untuk semua hp",2,0.375,0.5,Negative,"ui berat, terkadang ngelag buka aplikasinya. tolong diperingan user friendly hp"
cukup lama untuk dibuka,4,0.0,0.0,Positive,dibuka
"saya sudah menunggu 30 menit untuk verifikasi via video call, namun saat sudah mendekati giliran, aplikasi lag dan harus antre ulang dari awal.",1,0.0,0.0,Negative,"menunggu 30 menit verifikasi via video call, mendekati giliran, aplikasi lag antre ulang awal."
"lemot banget transaksi pake blu, udah lebih dari 3 tahun masih ga ada perubahan heran.",1,0.0,0.0,Negative,"lemot banget transaksi pake blu, udah 3 perubahan heran."
cocok buat genz,5,0.0,0.0,Positive,cocok genz
"bikin aplikasi yg bener, disuruh lepas kacamata utk pengenalan wajah. kita min 5.. 10-15 cm uda ga kebaca tulisan hp.. mana ada instruksi madep kiri, madep kanan.. tulisan burem ga kebaca.. waktunya sebentar jd ga sempet maju mundur layar spy baca instruksinya.. tlg deh perbaiki..",3,0.0,0.0,Neutral,"bikin aplikasi bener, disuruh lepas kacamata utk pengenalan wajah. min 5.. 10-15 cm uda kebaca tulisan hp.. instruksi madep kiri, madep kanan.. tulisan burem kebaca.. sebentar jd sempet maju mundur layar spy baca instruksinya.. tlg deh perbaiki.."
aplikasi sampah. nyuri data doank. capek ngisi data abis tu g di buka rekeningnya. bank bca dah banyak rekening kebobolan kok. macam betul aja nyusahin org buka rek,1,0.0,0.0,Negative,aplikasi sampah. nyuri data doank. capek ngisi data abis tu g buka rekeningnya. bank bca dah rekening kebobolan kok. nyusahin org buka rek
slow ui...especially for qris. (samsung flip 6 user),2,-0.30000000000000004,0.39999999999999997,Negative,slow ui...especially qris. (samsung flip 6 user)
"sebenernya bagus, cuma dibagian mau tf atau qris tuh prosesnya lamaaaaaa banget. aku kira karna sinyal hp ku, tp pas coba pake wifi pun tetep lama prosesnya.. next mungkin bisa lebih dibenerin lagi yaa, kaya mybca atau bca mobile kalo mau transaksi selalu cepet prosesnya",4,0.0,0.0,Positive,"sebenernya bagus, dibagian tf qris tuh prosesnya lamaaaaaa banget. karna sinyal hp ku, tp pas coba pake wifi tetep prosesnya.. next dibenerin yaa, kaya mybca bca mobile kalo transaksi cepet prosesnya"
aplikasi not responding terus dan muter muter ga jelas,1,0.0,0.0,Negative,aplikasi responding muter muter
"fitur dan ui cukup baik. hanya aplikasi nya lambat sekali. mau login, scan qris, trf butuh waktu sampe 1 menit loading nya. kadang harus close app nya dlu lalu buka lgi. tolong di perbaiki.",2,0.0,0.0,Negative,"fitur ui baik. aplikasi lambat sekali. login, scan qris, trf butuh sampe 1 menit loading nya. kadang close app dlu buka lgi. tolong perbaiki."
"aplikasi ntah berat atau gimana. selalu lag, padahal sinyal bagus, hp pun juga lumayan bagus. app lain lancar cuma ini aja agak lag, dan kalo lagi transaksi qris agak gaenak karena loadingnya sering lama wkwkwk. semoga apknya bisa lebih ringan lagi, lebih smooth biar uxnya lebih nyaman",3,0.4,0.5,Neutral,"aplikasi ntah berat gimana. lag, sinyal bagus, hp lumayan bagus. app lancar lag, kalo transaksi qris gaenak loadingnya wkwkwk. semoga apknya ringan lagi, smooth biar uxnya nyaman"
load time is painfully slow.,3,-0.30000000000000004,0.39999999999999997,Neutral,load time painfully slow.
lemot verifikasi junky koneksi bermasalah,1,0.0,0.0,Negative,lemot verifikasi junky koneksi bermasalah
"app nya cacat, otp lama, verifikasi wajah gagal terus, siapa sih developernya. seabank lebih bagus coba di contoh",1,0.0,0.0,Negative,"app cacat, otp lama, verifikasi wajah gagal terus, sih developernya. seabank bagus coba contoh"
buka blu aja gak bisa,1,0.0,0.0,Negative,buka blu
"take forever to load. for a digital bank, it's not recommended.",1,0.0,0.0,Negative,"take forever load. digital bank, recommended."
good application & user friendly,5,0.5375,0.55,Positive,good application & user friendly
"loading nya lama bgt padahal internet bagus, udah lama pakai belum ada perbaikan juga, muter2 terus koneksi nya kalo mau payment or transfer",1,0.0,0.0,Negative,"loading bgt internet bagus, udah pakai perbaikan juga, muter2 koneksi kalo payment transfer"
👌🏼,5,0.0,0.0,Positive,👌🏼
"well, my registration failed twice. it was just because of work-related issues, guardianship system,and i was really nosy. huh. in the end, i went to another bank and registered smoothly... sad.",1,-0.09999999999999999,0.5,Negative,"well, registration failed twice. work-related issues, guardianship system,and really nosy. huh. end, went another bank registered smoothly... sad."
accessibility udah mati kok aneh muncul mulu nih app gk bisa dipake. aneh bgt,1,0.0,0.0,Negative,accessibility udah mati aneh muncul mulu nih app gk dipake. aneh bgt
ui sangat ngelag di device xiaomi blackshark 1,3,0.0,0.0,Neutral,ui ngelag device xiaomi blackshark 1
