final_content,sentiment
ui enak liat gampang pakai minus loading,positif
bantu,positif
rekomendasi hilang uang nominal hasil nabung susah payah eh colong aman sangatsangat tolong aman ketat ding admin sakit hati banget tabung lahir hilang susah payah ngumpulin,negatif
love banget,positif
mudah aplikasi terima kasih,positif
bagusangat bantu lambat samsek,positif
mantap,positif
bantu simpan uang,positif
terimakasih,positif
bagus jarang promblem terima kasih,positif
bagus pol,positif
puas,positif
mohon baik,positif
x isi tapcash pakai nfc transaksi berhasiltapi saldo masuk kartu rb hilang gatau mana mohon fix,negatif
nice,positif
sip bagus,positif
mudah guna,positif
susah ac,negatif
bagus gampang simpel mudah cepat aman lancar trimakasih,positif
bagus kadang suka loading,positif
simpel nyaman,positif
gajelas daftar suruh selfie gagal cahaya bagus suruh goyang ponsel mulu goyang aneh ni,negatif
tolong tingkat diskon,positif
bagus,positif
bagus,positif
suka,positif
god,positif
god banget,positif
oke,positif
hapy sih pakai,positif
gratis biaya admin cm transfer harusny gratis,positif
the brst,positif
enak pakai bebas admin setor tunai frenya x atm pemberitahuan baik jaring,positif
baguswalau fiture lambat,positif
mudah,positif
alas jaring stabil masuk susah banget sesi habis kode otp numpuk bolak,negatif
daftar sulit terang no hp daftar mbanking,negatif
mudah murah,positif
nice,positif
bagus fre admin,positif
transaksi mudah untungnyq,positif
mudah banget enak pakai,positif
puas,positif
mantap,positif
god,positif
bagus simple,positif
tambahin fitur qris or debit tap to pay min,positif
ok,positif
nyaman pakai bebas biaya admin transfer mana lumayan bunga,positif
aplikasi baik susah buka,negatif
beuki ripuh weh ieu blue,negatif
lambat banget buka loadnya pop up peduli aman gabisa dilangin gada tanda x gapernah dikeluarin gabisa make,positif
nice,positif
nyaman pakai byk diskon bonus cuman kalo pas bayar pakai qris banget prosesnya kadang malu antri belakang,positif
nomer m banking q masuk,negatif
nice,positif
the best,positif
luancar aplikasi,positif
mudah aman nyaman,positif
aman kendali pakai,positif
mantep rewardsnya,positif
bagus,positif
susah verifikasi wajah,negatif
baik,positif
lambat bunga tabung banding,negatif
god,positif
emang jos,positif
aju tolak kecewa telat,negatif
bantu orang nabung pisah pisah tabung aja,positif
prefect,positif
maf kasih bintang kecewa blubca fitur pinjam sedia cuman area jabodetabek kabupaten pasuruan payah mending pakai saqu langsung kasih limit,negatif
suka lambat banget muter koneksi musti ulang ulang,positif
bagus,positif
pakai nyaman cuman ganti atm gatau atm ruksak,positif
best,positif
mingu buka ganti jaring dn ganti hp sih data log eror,negatif
kecewa percaya recomended kantor cabang fisik lapor by halo doang wkwkwk proses lagi,negatif
bagus,positif
baik gaperlu ribet bayar jenis apa,positif
tingal aplikasi super lambat,positif
alhamdulilah bagus terimakasih,positif
mantap,positif
bagus banget userfriendly stabil aman,positif
god,positif
enak egk administrasi bulan,positif
teren mudah,positif
bantu transaksi uang sayasemoga tingkat yasalut,positif
lancar mudah oke,positif
enak transaksi pakai repot cadles debit,positif
nice amazing,positif
kartu atm atm,positif
alhamdulilah by digital lets go moga slalu trdepan,positif
bagus,positif
cape banget dah masuk smpe gel,negatif
mudah simpel,positif
bagus,positif
gangu mulu gabisa masuk,negatif
lancar jaya hambat tahan,positif
ok,positif
ngebantu banget,positif
bagus,positif
ok,positif
bagus,positif
lumayan gratis biaya transfer,positif
by transaksi cepat aman god job,positif
manfat mudah,positif
god and simple,positif
mudah lumayan hemat biaya bagus up ewalet lumayan biaya,positif
ok bagus,positif
suka pakai transaksi uang loading masuk bayar qris transaksi tarik tunai kartu debit,positif
ok bagus aplikasi,positif
bantu,positif
balikin uang help respon sumpah y transaksi tbtb blokir pdhl pakai dh neng guna banget anj banget fiktur nya tolong buka blok akun gua gila ga akan nabung,negatif
ok,positif
jos gandos,positif
tolong baik kandang transaksi,positif
puas,positif
virtual akun adain dong dia bisa cuman virtual akun,positif
nyamanaman mudah promo,positif
masuk susah banget,negatif
kendala bagus ajah,positif
cocok banget emak umkm ni,positif
puas pakai,positif
okeh,positif
bantu bikin no rekening langsung mudah,positif
bagus moga aman jaga,positif
enak sih pakai,positif
cepat ringkas,positif
kali benci banget vermuknya susah banget,negatif
bagus banget,positif
suka banget kurang atm center sndiri plis adain males narik admin gede banget,positif
buka rekening pakai setor tunaitransfer qris so far amansemoga lanjut initerima kasih by,positif
cepetan belah payment loading banget muter timing out,negatif
muas,positif
senang pakai satset kendala,positif
buruk x verifikasi wajah gagal alas verfuk hp jgn goyang jauhin wajah verifikasi wajah sulit rekomended,negatif
bagus kendala,positif
mg bagus mudah transaksi,positif
bantu,positif
cs responsif,negatif
ok ok,positif
ok banget,positif
bagus nol biaya admin,positif
bagus praktis moga beter hehe,positif
muka apnya bagus kendala,positif
bantu praktis,positif
ah puas banget simple mudah gunakantransaksi cepat banget,positif
mantabs,positif
ko blum gka log in susah masuk putus mulu,negatif
alam gampang kena fe,positif
user friendly aplikasi berat,positif
ok,positif
is the best,positif
mudah simpel guna budgeting,positif
bagus bayar bong asli,positif
mudah pakai jaring oke,positif
bagus,positif
kak mengupdate k pemberitahuan baru tolong baik k,positif
god,positif
baik sihsemoga tetep aman bcanya,positif
mudah sih muda males kantor cabang proses cepat serba sat set bagus pakai banget,positif
ok,positif
bagus,positif
untung,positif
puas pakai cepet gampang,positif
membantukiriman negri lancar jayaspt tranfer d negri,positif
mudah cepat lancar drama,positif
ok mudahcepat lancar transaksi,positif
god,positif
coba bagus,positif
masuk,positif
awesome,positif
bagus,positif
bagus bgt,positif
bagus anak transaksi,positif
alhamdulilah,positif
muas,positif
bagus,positif
log in cepat,positif
aman,positif
admin donk,positif
baik,positif
capek banget lambat buruk masuk luama kelas transferpayment lama banget bikin sabar sampe enak kasir nunguin proses payment tungu baik sistem kalo alih satset,negatif
bagus bagus,positif
ok,positif
mudah tf tarik tunai dl,positif
cepat transaksi god situation,positif
bagus sampe god luck,positif
oke,positif
god but not the best,positif
transfer rekening kena biaya admin awal tetera bifast potong admin muncul transaksi beda status member blupro,positif
puas,positif
awesome,positif
semogah idul fitri lamar pinjam tunai tuju by amin,positif
ok bagus,positif
pakai bagus,positif
overal bagus cocok aplikasi kurang lambat eror trobel sinyal bagus versi baru tolong baik diupdate percaya kelas tangan peleh,positif
mantab,positif
mutu,negatif
simple mudah pakai,positif
sip,positif
buruk banget,negatif
bantu transaksi,positif
bagus,positif
daftar cepat,positif
puas,positif
oke,positif
oke,positif
tolong tampil bikin tarik adain notification sound khusus by biar tarik klo transaksi bunyi notif by delay gitu mohon baik,positif
macet,positif
puas,positif
bagus,positif
yth manajemen tolong data hapus minat buka tabung terima kasih terima kasih uninstal terima kasih,negatif
bagus banget,positif
pakai mantep banget uang kumpul potong suka fitur sedia program card x garuda normal bantu nabung kantong penrh lupa pasword untung email bantu haloblu nabung tu rasa bnget valas dl moga tp bagus depan ribet yah lumayan suka uxui simpel sesuai butuh,positif
masuk masuk suruh baru pers baru playstor muncul baru masuk halaman masuk,positif
excelent,positif
sat set banget,positif
bantu,positif
best,positif
terima kirim transfer lancar bantu terimakasih,positif
mantap,positif
suka banget kirim biaya admin,positif
muas,positif
by bagus potong admin benas admin transaksi rek apa,positif
bagus kantong simpan,positif
mudah,positif
utama sih slmkarang,positif
rekomended,positif
nice pokok,positif
tampil bgs praktis trf fre of charge,positif
simple asli cocok buka rekening,positif
lengkap fitur,positif
simple,positif
tahan pakai simple,positif
tolong baru biar tablet,positif
bagus bagus,positif
lambat masuk susahkalo niat,negatif
nyaman,positif
best nyari debit virtual langsung kasih tele kek,positif
jos pokok anti lambat baru,positif
alhamdulilah hirob bilalamin,positif
transaksi lancar muas,positif
bagus mudah bantu,positif
bagus saldo endap syariah,positif
joz banget,positif
rekomendet,positif
by bantu transaksi mudah,negatif
sesuai harap,positif
lambat aplikasinyabanyak erornya,negatif
tarik tunai admin bagus,positif
daftar susah mati bolak loading sampe kiamat sukses instal buang energi buang,negatif
oke,positif
suruh baru versi baru masuk kesini pilih baru bgmn sih,negatif
perban hari satset bantu,positif
bagus nya mw tahun pakai lambat itu,positif
alkhamdulilah lancar transaksi,positif
satset bagus,positif
layan cepat,positif
jarang trouble standar bagus bagus klo qris masuk,positif
oke kuota gratis admin nilai minimal saldo,positif
greats,positif
alhamdulilah proses simpan uang aman pinjam asese nabung,positif
mudah praktis,positif
mudah hemat biaya bagus up e walet,positif
bagus,positif
ok,positif
k masuk,positif
smoth,positif
hebat,positif
bagus up e walet admin banget konvensional,positif
tolong baik masuk lgsg,negatif
alhamdulilah bantu,positif
easy pengunanyaterima kasih,positif
bantu seklai,positif
godjob,positif
cepat proses baik layan,positif
ok,positif
ok banget,positif
baik,positif
bagus y,positif
lambat transaksi putus koneksi saldo hilang transaksi catat,negatif
sejuah aman,positif
bagus baik ya,positif
payment pending realtime,negatif
bagus hebat,positif
menu komplit saving valas loan deposito dl tarik diexplore moga muas guna,positif
buruk lambat berat akun blokir aneh kocak,negatif
bagus banget cuman kalo bayar online kya topup tuh ribet gopay shopepay sih overal bagus banget cocok anak remaja kaya,positif
rekening anti repot anti ribet,positif
unk mohon banget slalu bagus spt yaq nyaman banget bulansolanya m banking aq d blok lom kantor gara salah lupa masukin pin danaunk bayar qr scent doank klo d scant d alfa bsintinya unk depan somoga cangih lagiterima kasih mudah transaksi aq,positif
god,positif
super,positif
ok,positif
terima kasih,positif
bagus nyaman pakai ribet sedia menu investasi nabung emas beter dah komplit menu investasi,positif
moga manfat,positif
bagus naro simpan uang,positif
lucu kenal wajah gagalterus akun blokir emang,negatif
bagus,positif
bagus poko,positif
thank you,positif
a best,positif
bagus,positif
the best sih turut mudah banget ya transfer beberapa bank tuh gratis admin topup ewalet gratis admin suka banget fitur fitur ngegenz banget kantong mudah masukin pos pos fitur blugether mudah circle nabung bareng traveling arisan blu moga bagus fiturnya ya lola lagi cs diwanya oke,positif
nyaman,positif
berat pas masuk tolong baik biar berat pas masuk,negatif
god,positif
terima kasih transfer belanja pokok bagus,positif
bagus pakai,positif
mantul,positif
bagus pakai banget,positif
bagus,positif
yes bet dah,positif
kek keluh guna dengerin proses rumit palugada kek pasar size e naudzubilah,negatif
is the best,positif
ok banget,positif
keren,positif
bagus hemat tabung,positif
cepat,positif
lemod dikit kl buka akun over al aman kendali,positif
bagus lambat hpq,positif
kadang lambat over al oke,positif
bagus,positif
mantap,positif
lemotlama sesuai kirim,negatif
pocketing super perfect pisah dana,positif
bagus,positif
muas transaksi mudah,positif
ok,positif
ni keluh,positif
reward gratis kirim ewalet,positif
ok,positif
mudah bagus gampang,positif
bagus cocok simpan uang,positif
aplikasi buruk susah buka loading jam buka aplikasi tibatiba capek banget saldo tolong baik aplikasi,negatif
ok,positif
ni baru mulu asa baru klo tari prnh gratis kena potong klo kayak mobile make ni,positif
bagus,positif
lola pas masuk,positif
bagus,positif
maf kasih bintang email pakai akun kasih bintang moga terima akun,positif
lancar sip,positif
bantu transaksi,positif
mudah simple,positif
simle,positif
buka hp parah terang ops buka blue device inipadahal pakai blue digitalsaya kecewa sekali instal ulang tetep masuk,negatif
god,positif
transaksi cepat customer care whatsap responsif,positif
apilaksi plink jos,positif
lumayan bagus,positif
masuk suka susah sih,positif
oke,positif
simpel ribet,positif
bagus,positif
oke banget,positif
mudah,positif
bagus cepat baru,positif
bagus,positif
the best,positif
bagus veryvery god,positif
bagus gratis simpel cepat,positif
puas,positif
gmna sih msa input va aj pakai tulis cek pdhl va bnr aj mah bnr bayar va aj tolong perbaikin,negatif
ok,positif
moga untung barokalah alhamdulilah,positif
bagus bantu,positif
bagus banget deh,positif
bagus tingkatkn menu,positif
baru ringan jaring cepat god,positif
bagus,positif
bagus cepat oke,positif
mudah ribet fiture,positif
ok banget mudah pakai,positif
guna,positif
sayang banget fre transfer gratis bagus up ewalet,positif
bagus gratis transfer bi fast,positif
puas bikin transaksi lbh aman cepat mudah bayar,positif
god,positif
lumayan oke berat,positif
bagus,positif
bagus,positif
god bantu bai,positif
bagus transaksi cepat mudahyang hebat ribet aplikasi ganti perangkat ribet,positif
layan cs bikin sakit hati,negatif
nice god job terima kasih,positif
bantu bagus,positif
bagus,positif
sayang batas tarik tunai tarik saldo cuman x gratis,negatif
oke sip,positif
ok koqbca grup,positif
mudah tranfer bayar,positif
knpa sya masuk,negatif
overal baik fitur,positif
terimakasih bantu,positif
layan bagus cepat,positif
kata lemot,negatif
bantu banget seru banget alam pakai,positif
praktis,positif
tolong va baru transfer va,positif
transaksi cepatkeamana oke,positif
god pokoknya,positif
god job,positif
ok puas,positif
very god,positif
nice,positif
slow respon kelas bawa nama fast respon lebih walet,negatif
ok,positif
transaksi cepat akurat,positif
bagus gratis transfet juga,positif
cepat sesuai ekspektasi terima kasih,positif
gampang mudah sesuai butuh,positif
biar bintang bicara,positif
bantu,positif
god,positif
overal puas fitur fiturnya smg inovasi,positif
