content,score,at,thumbsUpCount,replyContent,final_content,tokens_stemmed
"simple, cepat, dan mudah di gunakan. bagus juga untuk menabung",5,2026-05-13 13:54:39,0,"Hai, Kak Rinn. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",simple cepat mudah bagus tabung,"['simple', 'cepat', 'mudah', 'bagus', 'tabung']"
"okee sudah aman, terimakasih atas respon yang cepat nya 🙏",4,2026-05-13 12:25:23,0,"Hai, Kak Aulia Putri. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",oke aman terimakasih respon cepat,"['oke', 'aman', 'terimakasih', 'respon', 'cepat']"
good job,5,2026-05-13 11:31:53,0,"Hai, Kak Anto Inuk. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊
",god job,"['god', 'job']"
good,5,2026-05-13 11:06:17,0,"Hai, Kak Subur. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊
",god,['god']
susah bangat verifikasi wajah aja,1,2026-05-13 11:04:13,0,"Hai, Kak Muhammad. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.
",susah bangat verifikasi wajah,"['susah', 'bangat', 'verifikasi', 'wajah']"
"sesuai ekspektasi dan enak di bawa kmnaa """,5,2026-05-13 09:56:10,0,"Hai, Kak muh candra. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊
",sesuai ekspektasi enak bawa kmna,"['sesuai', 'ekspektasi', 'enak', 'bawa', 'kmna']"
bagus,5,2026-05-13 09:48:06,0,"Hai, Kak asih liu. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊
",bagus,['bagus']
Tidak bisa masuk dalam mode aksesibilitas,3,2026-05-13 09:07:15,0,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.

",masuk mode aksesibilitas,"['masuk', 'mode', 'aksesibilitas']"
agak lemot kadang,4,2026-05-13 08:49:29,0,"Hai, Kak Elisa. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.
",lambat kadang,"['lambat', 'kadang']"
lagi belajar nabung konsisten di blusaving buat tabungan masa depan. nabung di blusaving makin untung,5,2026-05-13 08:30:49,0,"Hai, Kak Nurkhamid Sec. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊
",ajar nabung konsisten blusaving tabung nabung blusaving untung,"['ajar', 'nabung', 'konsisten', 'blusaving', 'tabung', 'nabung', 'blusaving', 'untung']"
"lebih mudah transaksi ,aman dan terpercaya",5,2026-05-13 07:45:36,0,"Hai, Kak Sule Iman. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",mudah transaksi aman percaya,"['mudah', 'transaksi', 'aman', 'percaya']"
Ok,5,2026-05-13 06:54:23,0,"Hai, Kak Abdussalam. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",ok,['ok']
Terbaik,5,2026-05-13 06:44:58,0,"Hai, Kak Kresensia. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",baik,['baik']
tidak ada pilihan untuk login dengan akun yang sudah ada,1,2026-05-13 06:31:41,0,"Hai, Kak Eli. Maaf atas ketidaknyamanannya. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.
",pilih masuk akun,"['pilih', 'masuk', 'akun']"
BCA digital bagus,5,2026-05-13 05:59:02,0,"Hai, Kak Benyamin. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
oke,5,2026-05-13 00:26:41,0,"Hai, Kak Fajrin. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",oke,['oke']
mantap,5,2026-05-12 21:46:50,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
okkeghh,5,2026-05-12 21:29:14,0,"Hai, Kak Azzam. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",okegh,['okegh']
bagus,5,2026-05-12 21:00:36,0,"Hai, Kak Sumarno. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
"Aduh kenapa jadi berat begini aplikasinya, ayolah masa sekelas perusahaan bca begini aplikasinya.",5,2026-05-12 20:11:08,0,"Hai, Kak Namsir. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",aduh berat aplikasi ayo kelas usaha aplikasi,"['aduh', 'berat', 'aplikasi', 'ayo', 'kelas', 'usaha', 'aplikasi']"
"lama acc nya , waktu vidio call disuruh nunggu 1 jam ini udh lebih tidak acc juga , sangat buruk ini aplikasi beda sama yg lain acc cepet ini lambat admin /cs nya ga ada kerjaan bngt !!!!",1,2026-05-12 19:26:58,0,"Hai, Kak Ilyasa. Maaf atas ketidaknyamanannya. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",ac vidio cal suruh nungu jam ac buruk beda ac cepet lambat admin cs kerja banget,"['ac', 'vidio', 'cal', 'suruh', 'nungu', 'jam', 'ac', 'buruk', 'beda', 'ac', 'cepet', 'lambat', 'admin', 'cs', 'kerja', 'banget']"
kenapa ngga bisa versi baru,5,2026-05-12 18:47:57,0,"Hai, Kak Novita. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",versi,['versi']
"ini gimanasih saya mau daftar kan sy jg nasabah bca udah masukin no rek,kurang masukin no tlfn tapi dimenu gabisa diklik tolong dong diperbaiki hadeh",1,2026-05-12 18:40:10,0,"Hai, Kak Dara. Maaf atas ketidaknyamanannya. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",gimanasih daftar jg nasabah masukin no rekurang masukin no tlfn menu gabisa klik tolong baik hadeh,"['gimanasih', 'daftar', 'jg', 'nasabah', 'masukin', 'no', 'rekurang', 'masukin', 'no', 'tlfn', 'menu', 'gabisa', 'klik', 'tolong', 'baik', 'hadeh']"
"Sudah bagus, hanya saja belum ringan seperti my BCA dan rame nya belum teratur.",4,2026-05-12 18:20:32,0,"Hai, Kak Putra. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",bagus ringan my rame atur,"['bagus', 'ringan', 'my', 'rame', 'atur']"
untung segunung,5,2026-05-12 18:10:47,0,"Hai, Kak Hendra. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",untung gunung,"['untung', 'gunung']"
mantap,5,2026-05-12 17:15:11,0,"Hai, Kak Judun. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
mulai hari ini saya uninstal tolong jaga data saya 🙏🙏🙏,5,2026-05-12 16:56:25,0,"Hai, Kak Mokhlis. Maaf atas ketidaknyamanannya. Terkait hapus aplikasi, mohon kesediaan Kakak dapat menginformasikan lebih detail melalui email haloblu@bcadigital.co.id, agar kami dapat menginformasikan sesuai dengan kebutuhan Kakak.",uninstal tolong jaga data,"['uninstal', 'tolong', 'jaga', 'data']"
sangat membantu sekali untuk menabung dan lain sebagainya.,5,2026-05-12 15:05:12,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bantu tabung,"['bantu', 'tabung']"
maaf kak izin memberi saran untuk blu bai bca agar di qyboar untuk kata sandi agar akses dengan pembaca layar aksesibilitas talkBack karena sudah sejak update dari 10 april itu mulai tidak akses lagi untuk pembaca layar aksesibilitas talkBack. saya pengguna blu bca seorang disabilitas tunanetra.,5,2026-05-12 14:42:07,1,"Hai, Kakak. Maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yang diberikan, kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",maf kak izin saran bai qyboar sandi akses baca layar aksesibilitas talkback baru april akses baca layar aksesibilitas talkback guna disabilitas tunanetra,"['maf', 'kak', 'izin', 'saran', 'bai', 'qyboar', 'sandi', 'akses', 'baca', 'layar', 'aksesibilitas', 'talkback', 'baru', 'april', 'akses', 'baca', 'layar', 'aksesibilitas', 'talkback', 'guna', 'disabilitas', 'tunanetra']"
bagus sih apk nya buat bisa nabung,5,2026-05-12 14:33:58,0,"Hai, Kak Muhammad. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus sih nabung,"['bagus', 'sih', 'nabung']"
bagus,4,2026-05-12 14:07:22,0,"Hai, Kak Dani. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
sangat bgs,4,2026-05-12 14:05:38,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊",bgs,['bgs']
Secanggih ini emang kalau BCA Group,5,2026-05-12 13:16:21,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",cangih emang group,"['cangih', 'emang', 'group']"
okeeee bingitttssss,5,2026-05-12 11:31:58,0,"Hai, Kak Caroline. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",oke bingits,"['oke', 'bingits']"
cpt dan sangat membantu dlm mentransfer uang,5,2026-05-12 11:24:53,0,"Hai, Kak Vina. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊",cpt bantu transfer uang,"['cpt', 'bantu', 'transfer', 'uang']"
jelak cs ngak profesional,1,2026-05-12 11:11:08,0,"Hai, Kak Putrasurya. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala yang Kakak alami ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",jelak cs ngak profesional,"['jelak', 'cs', 'ngak', 'profesional']"
msh mempelajari fitur dan keuntungan apk ini,3,2026-05-12 10:43:21,0,"Hai, Kak Adhie. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",ajar fitur untung,"['ajar', 'fitur', 'untung']"
sumpah csnya gak banget sihh ditolak teruss tlp sayaa habis pulsa gara gara csnya gak balas,1,2026-05-12 10:37:46,1,"Hai, Kak Roger. Maaf atas ketidaknyamanannya. Jika belum ada tanggapan dikhawatirkan layanan haloblu 1500668 sedang padat antrean, kami saranin Kakak dapat menghubungi kembali secara berkala. Kakak bisa menghubungi haloblu tanpa pulsa melalui aplikasi haloBCA yang dapat diunduh di Play Store atau App Store.",sumpah csnya banget sih tolak terus tlp saya habis pulsa gara gara csnya balas,"['sumpah', 'csnya', 'banget', 'sih', 'tolak', 'terus', 'tlp', 'saya', 'habis', 'pulsa', 'gara', 'gara', 'csnya', 'balas']"
blu the best,5,2026-05-12 09:54:03,0,"Hai, Kak Susi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",the best,"['the', 'best']"
BUG TRANSAKSI SUDAH BERHASIL TAPI SI PENERIMA BELUM MENERIMA,5,2026-05-12 09:43:29,0,"Hai, Kakak. Maaf atas ketidaknyamanannya. Terkait kendala tersebut, apabila Kakak lakukan transaksi namun dana belum masuk ke penerima dana, agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung ya Kak.",bug transaksi hasil si terima terima,"['bug', 'transaksi', 'hasil', 'si', 'terima', 'terima']"
"BANK TERBURUK SE +62 LEMOTNYA MINTA AMPUN JAUH BEDA DENGAN BANK LAIN, INI BANK CEK SALDO KENA BIAYA,TRANSFER KE BANK BCA ATAU BANK LAIN KENA BIAYA,,,, PADAHAL MASALAH BIAYA AKU LUPAKAN HANYA UNTUK TRANSAKSI NUNGGU BISA LEBIJ DARI 10 MENIT SEDANG PAKAI BANK LAIN, 10 MENIT UDAH BISA 12X TRANSAKSI,,,, aku pikir blubca krena dari anak perusahaan bank bca sama sytemnya ternya tidak....dari bca yang aku pakai bca syariah,bca konvesianal dan ini bca digital blu yang super lemot bikin emosi",1,2026-05-12 09:15:42,0,"Hai, Kak Arief. Maaf atas ketidaknyamanannya. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, setting waktu di handphone menjadi otomatis, jaringan internet lancar. Untuk cek saldo pada aplikasi blu tidak dikenakan biaya, untuk transfer dengan layanan BI-FAST/LLG bebas biaya selama kuota bluLoyalty Kakak masih ada.",buruk lot ampun beda cek saldo kena biayatransfer kena biaya biaya lupa transaksi nungu lebij menit pakai menit x transaksi pikir blubca krena anak usaha sytemnya ter tidakdari pakai syariahbca konvesianal super lambat bikin emosi,"['buruk', 'lot', 'ampun', 'beda', 'cek', 'saldo', 'kena', 'biayatransfer', 'kena', 'biaya', 'biaya', 'lupa', 'transaksi', 'nungu', 'lebij', 'menit', 'pakai', 'menit', 'x', 'transaksi', 'pikir', 'blubca', 'krena', 'anak', 'usaha', 'sytemnya', 'ter', 'tidakdari', 'pakai', 'syariahbca', 'konvesianal', 'super', 'lambat', 'bikin', 'emosi']"
